wdid,spectype,teff,logg,Dlogg,mass,Dmass
Gaia DR2 1843503042736512,DC,6349.0,8.222,0.039,0.714,0.035
Gaia DR2 1845487489350432128,DC,11178.0,9.03,,1.205,0.011
Gaia DR2 1846405001739893376,DC,8107.0,8.421,,0.865,
Gaia DR2 1847190701579945856,DC,6125.0,8.103,0.015,0.636,0.013
Gaia DR2 1849790294963100672,DC,9423.0,8.245,,0.752,
Gaia DR2 1856027854494006784,DC,5045.0,7.776,0.042,0.442,0.031
Gaia DR2 1856522497282307584,DC,7943.0,8.284,,0.774,
Gaia DR2 1863047617762316416,DC:,5499.0,8.446,,0.875,
Gaia DR2 1871168679371672960,DC,6461.0,8.152,,0.684,
Gaia DR2 1871220493849872512,DC,6881.0,8.165,,0.694,
Gaia DR2 1872522281258366848,DC:,4808.0,7.973,,0.562,
Gaia DR2 1874330118886582016,DC-IRfaint,4614.0,7.928,0.073,0.525,0.043
Gaia DR2 1875301369907249024,DC,5419.0,7.991,0.008,0.564,0.007
Gaia DR2 1878953187324368000,DC,8726.0,8.016,0.013,0.588,0.012
Gaia DR2 188501613497444352,DC:,8259.0,8.285,,0.775,
Gaia DR2 189135413232419072,DC:,5228.0,7.449,,0.31,
Gaia DR2 1892968971280501376,DC,6921.0,7.978,0.049,0.561,0.042
Gaia DR2 1892977183259111936,DC:,6368.0,7.998,0.053,0.572,0.045
Gaia DR2 1892992267183979776,DC,4567.0,7.751,0.011,0.437,0.008
Gaia DR2 1898416364202028160,DC:,4882.0,7.979,,0.566,
Gaia DR2 1899249656576165376,DC,8657.0,8.339,,0.811,
Gaia DR2 18998908093499520,DC,7978.0,8.462,,0.891,
Gaia DR2 1907427720985244928,DC,4781.0,6.958,,0.157,
Gaia DR2 191279838861685120,DC,9772.0,8.533,,0.94,
Gaia DR2 1913048360003157504,DC,6264.0,7.949,0.008,0.542,0.008
Gaia DR2 1914595677804443648,DC,5042.0,7.949,0.039,0.55,0.032
Gaia DR2 1917237872966083840,DC,9364.0,8.054,0.03,0.612,0.026
Gaia DR2 1919204250728753792,DC:,7203.0,8.37,,0.829,
Gaia DR2 1921255247935490944,DC,7108.0,8.286,0.046,0.758,0.042
Gaia DR2 1921344205298938112,DC,4358.0,6.999,,0.163,
Gaia DR2 1922658911967230848,DC:,8607.0,8.243,,0.749,
Gaia DR2 1922994640971085184,DC,4273.0,8.586,0.063,0.543,0.036
Gaia DR2 1923900707270978816,DC:,6616.0,8.086,,0.643,
Gaia DR2 1928249928593793536,DC,7989.0,8.352,,0.819,
Gaia DR2 1929287700069881856,DC,4898.0,7.963,0.053,0.556,0.032
Gaia DR2 1929718949146744960,DC:,5002.0,7.314,,0.259,
Gaia DR2 1929838143078434432,DC,4553.0,8.217,0.007,0.707,0.005
Gaia DR2 1932071831012001408,DC,7302.0,8.32,,0.796,
Gaia DR2 1934167775054199168,DC:,5152.0,7.994,0.057,0.577,0.05
Gaia DR2 1935198601563961600,DC:,6447.0,8.438,,0.873,
Gaia DR2 1936315366080098432,DC,4749.0,8.143,0.064,0.669,0.042
Gaia DR2 1939842457643560320,DC,6784.0,8.311,,0.789,
Gaia DR2 1943422948539962240,DC,5695.0,7.916,0.029,0.521,0.024
Gaia DR2 1946495125767488896,DC:,8350.0,8.175,,0.704,
Gaia DR2 1946586827609023488,DC,7169.0,8.435,,0.872,
Gaia DR2 1946619817256546048,DC:,5077.0,7.846,,0.491,
Gaia DR2 1947061786576071552,DC,7308.0,8.315,,0.793,
Gaia DR2 1947673424274107648,DC,9856.0,8.123,,0.675,
Gaia DR2 1952999355516409600,DC,6984.0,8.249,,0.749,
Gaia DR2 1955426145180853888,DC:,4826.0,7.846,,0.489,
Gaia DR2 1956199342374321280,DC:,5043.0,8.008,,0.585,
Gaia DR2 1956946052506753280,DC,8302.0,8.096,0.008,0.636,0.007
Gaia DR2 1957931313707446016,DC:,4161.0,7.833,,0.479,
Gaia DR2 1959267323413510016,DC:,4589.0,7.988,,0.57,
Gaia DR2 196617731593326976,DC,5848.0,7.875,0.025,0.499,0.019
Gaia DR2 197048460976343168,DC,5961.0,8.155,0.035,0.669,0.022
Gaia DR2 1971656590373082240,DC:,4689.0,7.791,0.069,0.458,0.054
Gaia DR2 1973393612591331584,DC:,7520.0,8.215,,0.728,
Gaia DR2 1973736007376318080,DC:,6513.0,8.425,,0.865,
Gaia DR2 1974579637737581568,DC,6017.0,8.183,0.035,0.687,0.032
Gaia DR2 1975883383650311680,DC:,5853.0,8.071,0.063,0.615,0.056
Gaia DR2 197605260537796352,DC,7276.0,8.23,,0.737,
Gaia DR2 1977923153820186496,DC,7463.0,8.393,,0.845,
Gaia DR2 1984852443596888704,DC:,6475.0,8.351,,0.815,
Gaia DR2 1989676413423470208,DC:,5337.0,8.098,0.04,0.644,0.035
Gaia DR2 1993426577008368640,DC,10639.0,8.224,,0.741,0.011
Gaia DR2 1993740586359297536,DC:,6216.0,8.3,,0.781,
Gaia DR2 1999411936053433856,DC,5649.0,7.873,0.023,0.496,0.019
Gaia DR2 1999564768169857792,DC:,4763.0,7.93,,0.536,
Gaia DR2 2003629044184090112,DC:,5197.0,7.981,,0.57,
Gaia DR2 2005542336164195072,DC,7296.0,8.368,,0.828,
Gaia DR2 2005884249925303168,DC,6398.0,8.215,,0.725,
Gaia DR2 2006217676803960960,DC,4413.0,7.691,0.051,0.423,0.022
Gaia DR2 200816315526176384,DC,6835.0,8.264,,0.758,
Gaia DR2 2008891341190275072,DC,7213.0,8.333,,0.805,
Gaia DR2 2012467915077073024,DC,4569.0,,,0.736,0.018
Gaia DR2 2014749990114568320,DC,4612.0,7.791,,0.458,
Gaia DR2 2022388155663548160,DC:,5506.0,7.968,0.071,0.551,0.061
Gaia DR2 2022852428793868160,DC,9972.0,8.334,,0.811,
Gaia DR2 2026198517543343104,DC:,4715.0,7.803,,0.465,
Gaia DR2 2032752465815833216,DC:,7228.0,8.326,,0.8,
Gaia DR2 2033628123777625216,DC,8578.0,7.818,,0.495,
Gaia DR2 2037472772293072256,DC,7531.0,8.428,,0.868,
Gaia DR2 203833409791964032,DC:,7305.0,8.165,,0.695,
Gaia DR2 2043899619620928000,DC:,8913.0,8.235,,0.744,
Gaia DR2 2047183177953399296,DC:,4681.0,7.875,,0.504,
Gaia DR2 20484382662003968,DC,4623.0,7.866,0.085,0.499,0.043
Gaia DR2 2052569921645067008,DC,6249.0,8.251,0.02,0.733,0.019
Gaia DR2 2053730078209836160,DC,4660.0,7.905,0.044,0.521,0.037
Gaia DR2 2056895194225688064,DC:,5979.0,8.233,,0.735,
Gaia DR2 2063993125898602368,DC,5236.0,7.8,0.018,0.455,0.013
Gaia DR2 2064284054100290048,DC,4638.0,7.916,0.064,0.528,0.037
Gaia DR2 2067343097310013056,DC,5932.0,8.027,0.026,0.588,0.022
Gaia DR2 2069653789716271744,DC:,4361.0,7.829,0.055,0.478,0.044
Gaia DR2 2073342896059014528,DC:,4909.0,7.961,,0.556,
Gaia DR2 2073772770741915264,DC,4953.0,8.132,0.049,0.651,0.032
Gaia DR2 2074576303279603840,DC:,7182.0,8.491,,0.909,
Gaia DR2 2076379261824157312,DC:,4459.0,7.08,,0.184,
Gaia DR2 2077541308179288064,DC,9726.0,8.461,,0.894,
Gaia DR2 207878822308303744,DC:,6873.0,8.215,,0.726,
Gaia DR2 2079763318097618688,DC,6051.0,8.196,,0.711,
Gaia DR2 2082071948917039232,DC:,6398.0,8.35,,0.814,
Gaia DR2 2088154138005729920,DC:,3773.0,7.61,0.099,0.366,0.068
Gaia DR2 2092086476924423808,DC,10477.0,8.051,,0.632,0.009
Gaia DR2 210000437370798976,DC,9994.0,7.974,0.013,0.565,0.011
Gaia DR2 2103645230346699776,DC:,4250.0,7.786,,0.454,
Gaia DR2 2105736948138593280,DC:,6246.0,9.197,0.087,1.262,0.03
Gaia DR2 2109216657624684544,DC,8853.0,8.223,,0.736,
Gaia DR2 2112829347892877952,DC,6022.0,8.2,,0.714,
Gaia DR2 2112829549755033472,DC:,5031.0,7.955,,0.553,
Gaia DR2 2114136972159561344,DC,5367.0,8.149,0.016,0.663,0.015
Gaia DR2 2127165051077115520,DC:,7787.0,8.289,,0.777,
Gaia DR2 2131985103893866752,DC,8490.0,8.295,,0.782,
Gaia DR2 2132775584035117056,DC,6928.0,8.065,,0.631,
Gaia DR2 2133275140273211264,DC,7655.0,8.201,,0.719,
Gaia DR2 213458843820167040,DC:,6042.0,8.076,,0.635,
Gaia DR2 2139525215338375680,DC:,6666.0,8.295,,0.779,
Gaia DR2 2143759842636198784,DC,10514.0,8.16,,0.7,
Gaia DR2 2146645790077864704,DC,4646.0,7.894,0.04,0.515,0.023
Gaia DR2 2149331587745863680,DC,4629.0,7.193,0.043,0.243,0.012
Gaia DR2 2150591795574568192,DC:,4579.0,8.043,,0.604,
Gaia DR2 2150591799870095872,DC:,4600.0,7.85,,0.49,
Gaia DR2 2158542467232812416,DC:,7564.0,8.301,,0.784,
Gaia DR2 2160181598552871040,DC,5985.0,8.019,0.022,0.583,0.019
Gaia DR2 216392924957579008,DC,6624.0,8.186,,0.707,
Gaia DR2 2169971345155578752,DC,4902.0,7.937,0.056,0.542,0.033
Gaia DR2 2175037104466620416,DC:,4475.0,6.989,,0.161,
Gaia DR2 2178879313487726208,DC:,4851.0,8.006,,0.582,
Gaia DR2 2179552317674364928,DC,7355.0,8.219,,0.73,
Gaia DR2 2182363700192666880,DC,10300.0,8.156,,0.697,
Gaia DR2 2185261016407220224,DC,5967.0,8.177,0.028,0.683,0.018
Gaia DR2 2185425427753860608,DC,8009.0,8.451,,0.884,
Gaia DR2 2187056999931457536,DC:,7089.0,8.471,,0.896,
Gaia DR2 2192180273139586176,DC:,7802.0,8.446,,0.881,
Gaia DR2 2200332881281300224,DC,7328.0,8.311,,0.79,
Gaia DR2 2204074794230909952,DC,,,,,
Gaia DR2 2205493129867600256,DC,5071.0,7.826,0.021,0.468,0.001
Gaia DR2 2205619397609830656,DC,4879.0,7.835,0.026,0.473,0.02
Gaia DR2 2208530698238308736,DC,4633.0,7.929,0.011,0.535,0.01
Gaia DR2 2210319539237234816,DC,7390.0,7.916,0.018,0.526,0.014
Gaia DR2 2214375294029777408,DC,5044.0,,,0.999,0.02
Gaia DR2 2223411046231020544,DC,7978.0,8.337,,0.809,
Gaia DR2 2229836725323068160,DC,7559.0,8.205,,0.721,
Gaia DR2 2231237949815438080,DC,6739.0,8.247,,0.747,
Gaia DR2 2236900335916533248,DC,9456.0,8.293,0.015,0.766,0.014
Gaia DR2 2237809352855914880,DC,6619.0,8.11,0.05,0.642,0.045
Gaia DR2 224331059611503232,DC,8411.0,8.039,0.014,0.601,0.012
Gaia DR2 2251172954619615488,DC:,5024.0,7.856,,0.496,
Gaia DR2 2251362826533155328,DC,6961.0,8.305,,0.786,
Gaia DR2 2255990327377625984,DC,6907.0,8.321,,0.796,
Gaia DR2 2256410856215182464,DC,4833.0,7.968,0.009,0.559,0.007
Gaia DR2 225641157776953984,DC:,6908.0,8.306,,0.786,
Gaia DR2 2264998419985072512,DC,7823.0,8.283,,0.773,
Gaia DR2 2266129130255848960,DC,4929.0,7.938,,0.542,
Gaia DR2 2267640688162618624,DC,8431.0,8.248,,0.751,
Gaia DR2 226946969569258368,DC:,4660.0,7.806,,0.466,
Gaia DR2 2269560710340167296,DC:,5125.0,8.085,,0.634,
Gaia DR2 2270937019726692736,DC,9906.0,8.168,,0.703,
Gaia DR2 2274756688760436992,DC,7195.0,8.12,,0.666,
Gaia DR2 2275065002988477440,DC,4710.0,,,1.087,0.0255
Gaia DR2 227733700204888448,DC:,5612.0,8.137,,0.671,
Gaia DR2 2278511250386534016,DC:,4232.0,6.94,,0.148,
Gaia DR2 2281602041998021632,DC,9233.0,8.917,,1.159,
Gaia DR2 2281894928704322944,DC:,8320.0,8.785,,1.09,
Gaia DR2 2284456545980836736,DC:,6903.0,8.394,,0.844,
Gaia DR2 2290785163113859712,DC,5030.0,7.961,0.015,0.557,0.012
Gaia DR2 2292010087784542080,DC,6280.0,8.29,0.075,0.759,0.069
Gaia DR2 2298128358894342912,DC:,7065.0,8.301,,0.783,
Gaia DR2 2302403668123226880,DC:,7177.0,8.261,,0.757,
Gaia DR2 2302839903655974400,DC,9177.0,8.505,,0.921,
Gaia DR2 2303727858079707136,DC,6043.0,8.233,,0.735,
Gaia DR2 2309486520165949056,DC,7973.0,8.097,0.043,0.635,0.039
Gaia DR2 231845598813983744,DC,7250.0,8.248,,0.748,
Gaia DR2 2319052851148048256,DC:,5339.0,8.129,0.044,0.651,0.028
Gaia DR2 2319372057411906944,DC,4552.0,7.429,0.062,0.294,0.034
Gaia DR2 2335680765495028224,DC,7172.0,8.206,,0.721,
Gaia DR2 2336767632741334016,DC:,6484.0,7.863,,0.511,
Gaia DR2 2341036143039965696,DC,7504.0,8.291,,0.777,
Gaia DR2 2344155045207252608,DC:,5062.0,7.927,,0.537,
Gaia DR2 2354707436255912832,DC,9811.0,8.251,,0.756,
Gaia DR2 2356304373816227072,DC,4706.0,7.85,,0.491,
Gaia DR2 2358206636307067520,DC:,6881.0,8.29,,0.775,
Gaia DR2 2358387020637816064,DC:,6120.0,8.62,,0.99,
Gaia DR2 2364192407673274624,DC:,8600.0,8.258,0.05,0.741,0.046
Gaia DR2 2364587647743373056,DC:,4924.0,8.077,,0.627,
Gaia DR2 2369000163999634176,DC:,6446.0,8.292,,0.776,
Gaia DR2 2371281513189041920,DC,7304.0,8.165,,0.695,
Gaia DR2 2371518969044898688,DC,6938.0,8.373,,0.831,
Gaia DR2 2372292509834518912,DC,6793.0,8.252,,0.75,
Gaia DR2 2375576682347401216,DC,8251.0,8.291,,0.779,
Gaia DR2 2383207945879144064,DC:,6913.0,8.399,0.049,0.833,0.044
Gaia DR2 2387846647997936640,DC,4531.0,8.363,0.069,0.491,0.027
Gaia DR2 2389169910242015104,DC,7009.0,8.238,,0.742,
Gaia DR2 2391132332338720384,DC:,4863.0,8.018,,0.59,
Gaia DR2 2396189673510166784,DC,5726.0,7.38,0.066,0.275,0.033
Gaia DR2 239721228805415296,DC,11142.0,8.25,0.008,0.74,0.008
Gaia DR2 2406135786975668352,DC:,4997.0,7.863,0.08,0.5,0.065
Gaia DR2 2408519390745642752,DC:,7285.0,7.965,0.067,0.554,0.057
Gaia DR2 2411592285226593408,DC,8379.0,8.278,,0.771,
Gaia DR2 241335036997623296,DC,6555.0,8.155,0.034,0.671,0.03
Gaia DR2 2423337955632676096,DC:,4588.0,7.979,,0.565,
Gaia DR2 2425650847058388224,DC,5410.0,8.05,0.019,0.6,0.017
Gaia DR2 2429268309033277184,DC,8615.0,8.142,0.022,0.665,0.021
Gaia DR2 2429392656926964864,DC:,5290.0,8.056,0.095,0.616,0.086
Gaia DR2 2431129163744714240,DC:,9275.0,8.126,,0.675,
Gaia DR2 243158134653909760,DC,8031.0,8.311,,0.792,
Gaia DR2 2445187691214892416,DC,5713.0,7.989,0.03,0.564,0.025
Gaia DR2 2447815253423324544,DC,5207.0,7.897,0.014,0.508,0.012
Gaia DR2 2450558049601994496,DC,5793.0,8.004,0.02,0.574,0.017
Gaia DR2 2451840221895091584,DC:,10240.0,8.196,,0.722,
Gaia DR2 2452091975697996160,DC,7547.0,8.121,0.045,0.65,0.04
Gaia DR2 2452953438762507520,DC,7350.0,8.31,,0.79,
Gaia DR2 2457903341327950336,DC,10423.0,8.244,,0.753,
Gaia DR2 2460110885797604992,DC:,6847.0,8.133,,0.673,
Gaia DR2 2464597369980330880,DC,5627.0,8.174,,0.694,
Gaia DR2 246553113023408256,DC:,4925.0,7.971,0.051,0.562,0.043
Gaia DR2 2470534148654250240,DC,4785.0,7.916,,0.529,
Gaia DR2 2475572527545073792,DC:,4686.0,7.905,0.065,0.522,0.054
Gaia DR2 247739176832560384,DC:,4879.0,7.859,,0.497,
Gaia DR2 2480799056067605760,DC,7578.0,8.367,,0.828,
Gaia DR2 248346828806376704,DC,4924.0,8.138,0.046,0.655,0.042
Gaia DR2 2486041832451829888,DC,8889.0,8.087,0.025,0.631,0.022
Gaia DR2 2490494240363793792,DC,7652.0,8.097,0.015,0.635,0.013
Gaia DR2 2493788171042047616,DC:,7238.0,8.343,,0.812,
Gaia DR2 250422191362602112,DC,5154.0,8.085,0.044,0.634,0.039
Gaia DR2 2504879597666546048,DC,5007.0,7.827,0.046,0.469,0.036
Gaia DR2 2508809660245711360,DC,5655.0,7.897,0.077,0.51,0.064
Gaia DR2 2512123111550915968,DC,7777.0,8.213,,0.727,
Gaia DR2 251443603306135168,DC:,7222.0,8.391,,0.843,
Gaia DR2 2515570454165603456,DC,5087.0,8.251,0.037,0.742,0.035
Gaia DR2 2524593080942883328,DC,6350.0,8.039,0.061,0.597,0.053
Gaia DR2 2530509724810602496,DC,5514.0,8.184,0.017,0.687,0.015
Gaia DR2 2532236546477272192,DC,7606.0,8.106,0.013,0.641,0.012
Gaia DR2 253270579314396800,DC:,5474.0,8.115,0.051,0.655,0.047
Gaia DR2 253912487945341952,DC:,6868.0,8.461,,0.889,
Gaia DR2 2539747688363740032,DC,4734.0,7.851,0.071,0.491,0.058
Gaia DR2 2540716216374137984,DC:,4820.0,7.814,,0.472,
Gaia DR2 2541549062071571968,DC,4538.0,7.843,0.014,0.486,0.012
Gaia DR2 2542192757410302720,DC,4346.0,8.147,0.067,0.67,0.061
Gaia DR2 2543378511984771200,DC,5057.0,8.475,0.076,0.893,0.068
Gaia DR2 2545590733671247744,DC:,4875.0,7.582,,0.359,
Gaia DR2 2552160826748508672,DC,5307.0,7.856,0.031,0.486,0.024
Gaia DR2 2553935752048977792,DC,6418.0,8.066,0.022,0.614,0.014
Gaia DR2 2558321974514561408,DC,11179.0,8.018,0.016,0.594,0.014
Gaia DR2 2560009007603950720,DC:,6879.0,7.092,0.037,0.199,0.013
Gaia DR2 2562026950744670848,DC:,4634.0,7.936,0.052,0.539,0.045
Gaia DR2 2571671561799507968,DC,5053.0,7.958,0.059,0.555,0.049
Gaia DR2 2574163909846061568,DC,5026.0,8.024,0.032,0.595,0.028
Gaia DR2 2574620550768898432,DC,6952.0,8.026,0.036,0.59,0.022
Gaia DR2 2574640823015408128,DC,6790.0,7.163,0.029,0.217,0.011
Gaia DR2 2575593343682695936,DC,4922.0,8.112,0.063,0.639,0.057
Gaia DR2 258068813702377088,DC,7633.0,8.237,,0.743,
Gaia DR2 2582027002828197504,DC,7804.0,8.195,,0.715,
Gaia DR2 258229174890841344,DC:,4376.0,7.114,0.029,0.193,0.011
Gaia DR2 2583248384152322048,DC,5397.0,8.044,0.022,0.597,0.02
Gaia DR2 2583851917252389888,DC,10350.0,8.055,0.014,0.615,0.013
Gaia DR2 2588340119422371200,DC:,5654.0,7.577,0.056,0.35,0.036
Gaia DR2 2590483896512845568,DC,4956.0,8.007,0.066,0.573,0.058
Gaia DR2 2596751387669322880,DC:,7728.0,8.031,0.033,0.595,0.028
Gaia DR2 2596855871338756352,DC,4304.0,7.956,0.073,0.551,0.063
Gaia DR2 2600523498531790848,DC:,9205.0,8.476,0.052,0.887,0.045
Gaia DR2 2600575244297424128,DC,9419.0,8.474,,0.901,
Gaia DR2 2600672482356716416,DC:,6371.0,8.188,,0.707,
Gaia DR2 2605704981437044864,DC,8981.0,7.98,,0.586,
Gaia DR2 2606779964507034240,DC,10420.0,8.055,0.016,0.615,0.013
Gaia DR2 2611836167511100800,DC,6837.0,8.47,0.09,0.881,0.079
Gaia DR2 2615968858057952640,DC,10646.0,8.21,0.015,0.713,0.014
Gaia DR2 2622700373185644800,DC,5918.0,8.022,0.022,0.585,0.019
Gaia DR2 2622979271185741312,DC:,7222.0,7.784,0.04,0.455,0.029
Gaia DR2 262630206404461696,DC,7390.0,8.61,,0.986,
Gaia DR2 2636318649330041216,DC,6279.0,7.997,,0.587,
Gaia DR2 2645940445519385728,DC:,7315.0,7.727,0.027,0.426,0.019
Gaia DR2 2650863985573885568,DC,4900.0,7.82,0.033,0.465,0.025
Gaia DR2 2652547440955473024,DC,10651.0,8.065,0.017,0.621,0.015
Gaia DR2 2652566063933448320,DC,7894.0,8.07,0.016,0.619,0.014
Gaia DR2 2668196480715605632,DC:,5561.0,7.834,0.02,0.475,0.015
Gaia DR2 2669936427801840256,DC,5304.0,8.303,0.054,0.766,0.037
Gaia DR2 2670773907771422720,DC:,8656.0,7.968,0.013,0.559,0.01
Gaia DR2 2671209215590782208,DC,10695.0,7.965,0.016,0.561,0.013
Gaia DR2 2676566272464334720,DC,4769.0,7.869,0.006,0.502,0.005
Gaia DR2 2676567307551465088,DC,4871.0,7.893,0.042,0.516,0.024
Gaia DR2 2677157569201482624,DC,6090.0,8.557,0.087,0.937,0.074
Gaia DR2 2682094616928734976,DC,5215.0,7.941,0.048,0.534,0.04
Gaia DR2 2701648056840319104,DC:,4833.0,7.92,0.084,0.531,0.071
Gaia DR2 2702527013306504064,DC,6885.0,8.2,0.016,0.7,0.013
Gaia DR2 270285281241348224,DC:,5758.0,7.916,0.065,0.521,0.055
Gaia DR2 2718818202217242240,DC,5687.0,8.168,0.037,0.677,0.034
Gaia DR2 2719202554545815808,DC,9463.0,7.966,0.043,0.559,0.036
Gaia DR2 2720782788978712064,DC,8919.0,7.917,0.049,0.53,0.04
Gaia DR2 2724895585236306560,DC,5603.0,7.95,0.033,0.54,0.027
Gaia DR2 2729503359295054336,DC,5902.0,8.062,0.019,0.609,0.017
Gaia DR2 2747384888699406080,DC-IRfaint,4575.0,8.18,0.014,0.683,0.009
Gaia DR2 2749042299395966976,DC,4849.0,8.04,0.03,0.593,0.027
Gaia DR2 2751245651978394240,DC,10475.0,8.027,,0.618,
Gaia DR2 2752056099423455744,DC:,11768.0,8.617,0.035,0.98,0.027
Gaia DR2 2753010024543499136,DC,9909.0,8.262,,0.764,
Gaia DR2 2755569515814791808,DC,5207.0,8.235,0.034,0.732,0.032
Gaia DR2 2756685760634707584,DC:,6269.0,8.016,0.066,0.582,0.058
Gaia DR2 2759340943776878720,DC,5036.0,7.25,0.027,0.23,0.011
Gaia DR2 276160830856800000,DC:,4974.0,7.989,0.069,0.573,0.06
Gaia DR2 2761731595589115520,DC-IRfaint,4741.0,8.113,0.048,0.639,0.031
Gaia DR2 2762356594934263552,DC,7998.0,8.038,0.01,0.599,0.009
Gaia DR2 276438530560644864,DC,7566.0,8.012,0.011,0.583,0.009
Gaia DR2 276576484910598912,DC,7072.0,8.2,0.013,0.701,0.012
Gaia DR2 2767419850275077504,DC,4890.0,8.11,0.05,0.648,0.044
Gaia DR2 2767667274751730048,DC:,7908.0,7.98,0.019,0.564,0.016
Gaia DR2 2770647462363429376,DC,5423.0,7.859,0.018,0.488,0.014
Gaia DR2 2774195552027050880,DC,5069.0,7.955,0.066,0.553,0.055
Gaia DR2 2777751372630874112,DC,6176.0,8.123,0.035,0.649,0.031
Gaia DR2 2780050795041827968,DC,6270.0,8.071,0.029,0.616,0.026
Gaia DR2 2782037303315690752,DC,5789.0,8.006,0.037,0.575,0.031
Gaia DR2 2787162401891160832,DC,7643.0,8.471,,0.897,
Gaia DR2 2795833567198957568,DC,4960.0,7.871,0.051,0.493,0.041
Gaia DR2 2796074252871563776,DC,7541.0,8.343,,0.812,
Gaia DR2 2796224099985984768,DC-IRfaint,4695.0,7.967,0.015,0.548,0.009
Gaia DR2 2797216031272977280,DC,10158.0,7.941,0.015,0.547,0.012
Gaia DR2 2797842095770634752,DC,7751.0,8.239,,0.744,
Gaia DR2 2799839702239434240,DC,5537.0,7.986,0.027,0.561,0.023
Gaia DR2 2800103825548199168,DC:,7480.0,8.201,,0.718,
Gaia DR2 2801525356645366016,DC,5025.0,7.799,0.025,0.465,0.018
Gaia DR2 2809521108280956800,DC,4905.0,8.223,0.058,0.711,0.053
Gaia DR2 2818683750991979136,DC,5057.0,8.079,0.056,0.617,0.051
Gaia DR2 2820929640930943488,DC:,4899.0,7.948,,0.548,
Gaia DR2 2821159713738542848,DC:,5636.0,8.217,0.032,0.709,0.029
Gaia DR2 282639432539759872,DC,4699.0,7.808,,0.468,
Gaia DR2 2828248471361734528,DC,5132.0,7.921,0.036,0.522,0.03
Gaia DR2 2830734604590471424,DC,6399.0,8.205,0.01,0.703,0.009
Gaia DR2 2833291244003645440,DC,6090.0,8.512,0.093,0.908,0.081
Gaia DR2 2835088155240692096,DC,5133.0,7.967,,0.561,
Gaia DR2 2835299914307635328,DC,5383.0,8.024,,0.598,
Gaia DR2 2837909055400871424,DC,5798.0,8.004,0.022,0.574,0.018
Gaia DR2 283881120469767936,DC,5987.0,7.88,0.026,0.502,0.02
Gaia DR2 283928743068277376,DC,,,,,
Gaia DR2 2841679456867414400,DC,8630.0,8.4,,0.852,
Gaia DR2 2842710382160936576,DC,8151.0,8.04,0.014,0.601,0.012
Gaia DR2 2845447204042284032,DC,7484.0,8.264,,0.76,
Gaia DR2 2848334010475644288,DC,9664.0,8.039,0.01,0.603,0.008
Gaia DR2 2853763295814123264,DC:,4698.0,7.858,,0.495,
Gaia DR2 2854727528856212992,DC,4835.0,7.928,0.037,0.536,0.03
Gaia DR2 2858325611939289472,DC,6973.0,8.364,,0.825,
Gaia DR2 2858553485723741312,DC,4605.0,,,1.18,0.0205
Gaia DR2 2859908324567852416,DC,8243.0,7.875,0.019,0.505,0.015
Gaia DR2 2860951829821782016,DC,9595.0,8.055,0.013,0.613,0.011
Gaia DR2 2861039996910810880,DC:,10144.0,8.221,,0.738,
Gaia DR2 286315576653291904,DC:,4958.0,7.179,,0.218,
Gaia DR2 2864048501242349952,DC:,5005.0,7.936,,0.541,
Gaia DR2 2874216647336589568,DC,5707.0,7.984,0.036,0.561,0.03
Gaia DR2 2876705018245556480,DC,10137.0,7.981,0.013,0.57,0.011
Gaia DR2 2881215970856879616,DC,12225.0,8.022,0.011,0.598,0.009
Gaia DR2 2883000375150308352,DC,9942.0,8.022,0.015,0.593,0.013
Gaia DR2 2883562328670880640,DC,9941.0,8.284,0.022,0.76,0.02
Gaia DR2 2884307209142115712,DC:,7466.0,8.289,0.042,0.76,0.039
Gaia DR2 2885703558846874624,DC,6942.0,8.137,0.018,0.659,0.016
Gaia DR2 2885867209984601216,DC:,4695.0,7.933,0.044,0.538,0.037
Gaia DR2 2887796406213599616,DC,6425.0,8.0,0.041,0.573,0.036
Gaia DR2 2888013529696186240,DC,4737.0,7.944,0.04,0.545,0.033
Gaia DR2 2892085227412864768,DC:,5806.0,7.934,0.055,0.532,0.046
Gaia DR2 2895187220296743808,DC,9341.0,8.611,,0.989,
Gaia DR2 2898655286128869120,DC:,4635.0,7.863,,0.497,
Gaia DR2 289974716990002304,DC,4924.0,7.747,0.031,0.427,0.022
Gaia DR2 2903941639253177344,DC:,5078.0,7.398,,0.288,
Gaia DR2 2904966895188855424,DC:,7252.0,7.976,0.033,0.56,0.028
Gaia DR2 2905793109457864960,DC,6540.0,8.289,,0.774,
Gaia DR2 2909407925732708736,DC,5114.0,8.002,,0.582,
Gaia DR2 2910863064947630848,DC,4476.0,,,0.832,0.0405
Gaia DR2 2912243944178174720,DC:,4511.0,7.0,,0.164,
Gaia DR2 2914000658819492864,DC,4752.0,7.3,0.034,0.274,0.01
Gaia DR2 2925551818747071488,DC,4376.0,7.781,0.036,0.462,0.012
Gaia DR2 2926484273328474624,DC,7551.0,8.185,,0.708,
Gaia DR2 293467178236290432,DC,5283.0,7.82,0.046,0.466,0.035
Gaia DR2 2934832487157907200,DC:,4949.0,7.832,,0.482,
Gaia DR2 2935682375289642496,DC:,,,,,
Gaia DR2 293746905161696640,DC,8530.0,8.339,,0.811,
Gaia DR2 2940953056074094080,DC:,5107.0,7.924,,0.536,
Gaia DR2 2941278099195909504,DC,9709.0,8.303,,0.79,
